model_name,feature_group,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,brier_score,brier_score_std,ece,ece_std,train_time_s,inference_ms_per_1k,dataset,n_features
KNN,G1,0.9584219059628895,0.01749260655125901,0.9629196192548122,0.010211377884446435,0.9590153587208079,0.028847280205448158,0.9607639801751743,0.016930488177066275,0.9857791651784185,0.00658541820252207,0.04586344802738246,0.013505951441840811,0.061275445865609804,0.011683683899422414,0.0003442400135099888,0.01518921456985645,B,26
Stacking,G1,0.9748333633579535,0.005584785972291129,0.9680695162853621,0.015486489874808135,0.9856722070271408,0.01038977235946255,0.9766374917621444,0.005030479574743526,0.9949317602850298,0.0032151731896730143,0.021888330725428846,0.0032391154439944743,0.03629749429190737,0.01261276616628792,1.0441455600317568,0.062226532192664,B,26
OC_SVM,G1,0.7013631177565605,0.05177744001748288,0.7887277452891488,0.0674640461612457,0.603850199873764,0.04625414392220429,0.6833464168150561,0.051131934928977725,0.7194875754185635,0.05121455786724891,0.19480520433031795,0.012397724671794062,0.10833359791799668,0.020004793784823054,0.0018628599820658565,0.006091576426675916,B,26
RF,G2,0.8632438599651714,0.020409697090202916,0.8710288708784949,0.0201499472075172,0.8727119713864926,0.018932136145572234,0.8718378104853812,0.018825684631076707,0.9266096349832189,0.004276129857064807,0.1017703755021023,0.009699281579127432,0.05649081271605146,0.010542886789547012,0.11100219995714725,0.040427206610052904,B,10
SVM,G2,0.8413739266198282,0.017134294979945588,0.883836093629766,0.024369515593881282,0.8089837997054492,0.014589597748333568,0.8446286840094889,0.016445800666272,0.887262070495904,0.009271230418828446,0.1250748957871261,0.006960097364967985,0.08570874611978671,0.013948112482856934,0.060629740031436084,0.10081541878702835,B,10
MLP,G2,0.8271542664985289,0.01695068272547766,0.8610929781745351,0.029189335789914898,0.8069850620660635,0.013463437453009989,0.8328174190163713,0.014181495189948828,0.8817152821329923,0.02494012324427775,0.14096322436831343,0.016644403456830728,0.10375556353371114,0.020772218632248735,0.08040665998123586,0.0012637903784500537,B,10
KNN,G2,0.8183690626313578,0.011337156637070902,0.8727783084564391,0.011418539776642277,0.7720176730486009,0.030541808588115584,0.8188401134363248,0.01503549299278029,0.8982724223710103,0.01370143570452141,0.13235525130607098,0.010863045861901522,0.09476490722392358,0.0093013977566285,0.0010161199606955051,0.010662826450431666,B,10
Stacking,G2,0.8544766708701135,0.022082142890136214,0.8735338880173771,0.01866100238851432,0.8501157163896487,0.03158834460138365,0.8614219669405194,0.021791219845070136,0.9318929019701863,0.0045787819430415854,0.10260778629939818,0.010301046491574022,0.0680575627644033,0.006911706589546714,1.2522791600087657,0.0610327933684995,B,10
OC_SVM,G2,0.5799375487900078,0.043060211185959936,0.6944831632604166,0.06635914609807916,0.37588891226593735,0.051814329158904646,0.48723572835813805,0.05808885995862226,0.5825558254949067,0.06674435621520373,0.24791268352571008,0.01250581994265772,0.09900014257970038,0.01778148520407123,0.0015959399985149502,0.005496741088347371,B,10
RF,G3,0.8424307932504653,0.031291013258638575,0.7862856214446374,0.034161816155094636,0.9691352829791711,0.01730114742902311,0.8679142749927035,0.02518292751849185,0.9344988275818599,0.018778632341009193,0.0993820390031194,0.013289456940506945,0.06013986317887288,0.014774435955521576,0.13853854001499713,0.04800694891600206,B,11
